QID ,URLNO ,PNO ,REL,EXPL,,,,
198,437,1984,0,does not tell about treatment time,,,,
198,438,1985,1,gives time for treatment using particular medicine,,,,
198,438,1986,1,gives time for treatment using particular medicine,,,,
199,439,1987,1,tells about cholera duration,,,,
199,441,1988,0,does not tell about duration of treatment,,,,
199,441,1989,0,does not tell about duration of treatment,,,,
199,443,1990,1,tells about cholera duration,,,,
199,443,1991,1,tells about cholera duration,,,,
199,445,1992,0,does not tell about treatment duration,,,,
199,445,1993,0,does not tell about treatment duration,,,,
199,446,1994,0,does not tell about treatment duration,,,,
199,451,1995,1,tells how long it takes to remove cholera,,,,
199,451,1996,1,tells how long it takes to remove cholera,,,,
201,166,2001,1,tells when was first ebola case discoverd in 2014 in US,,,,
201,166,2002,1,tells when was first ebola case discoverd in 2014 in US,,,,
201,166,2003,1,tells when was first ebola case discoverd in 2014 in US,,,,
201,485,2004,1,tells when was firt ebola break out,,,,
201,486,2005,1,tells when was firt ebola break out from WHO in 2014,,,,
201,487,2006,0,does not tell about when ebola was first in 2014,,,,
201,487,2007,0,does not tell about when ebola was first in 2014,,,,
201,488,2008,0,does not tell about when ebola was first in 2014,,,,
201,488,2009,0,does not tell about when ebola was first in 2014,,,,
201,488,2010,0,does not tell about when ebola was first in 2014,,,,
202,160,2011,1, tells when in 2014 ebola outbreak started,,,,
202,160,2012,1, tells when in 2014 ebola outbreak started,,,,
202,489,2013,1, tells when in 2014 ebola outbreak started,,,,
202,489,2014,1, tells when in 2014 ebola outbreak started,,,,
202,490,2015,1, tells when in 2014 ebola outbreak started,,,,
202,491,2016,0, does not tell about when ebola was first in 2014,,,,
202,491,2017,0, does not tell about when ebola was first in 2014,,,,
202,492,2018,0,does not tell about when ebola was first in 2014,,,,
202,492,2019,0,does not tell about when ebola was first in 2014,,,,
202,493,2020,0, does not tell about when ebola was first in 2014,,,,
203,494,2021,1,tells when ebola outbreak started in 2014,,,,
203,494,2022,1,tells when ebola outbreak started in 2014,,,,
203,495,2023,1,tells whem ebola outbreak started in westaftrica in 2014,,,,
203,496,2024,1,tells whem ebola outbreak started in westaftrica in 2014,,,,
203,497,2025,1,tells whem ebola outbreak started in westaftrica in 2014,,,,
203,498,2026,0,does not tell about when ebola was first in 2014,,,,
203,498,2027,0,does not tell about when ebola was first in 2014,,,,
203,498,2028,0,does not tell about when ebola was first in 2014,,,,
203,499,2029,0,does not tell about when ebola was first in 2014,,,,
203,499,2030,0, tells when first death happened in 2014 due to ebola,,,,
204,500,2031,1,tells when ebola outbreak started in 2014,,,,
204,500,2032,1,tells when ebola outbreak started in 2014,,,,
204,501,2033,1,tells when ebola outbreak started in 2014,,,,
204,502,2034,1,tells when ebola outbreak started in 2014,,,,
204,168,2035,1,tells when ebola outbreak started in 2014,,,,
204,502,2036,0,does not tell when ebola outbreak started in 2014,,,,
204,511,2037,0,it does not tell when ebola outbreak started in 2014,,,,
204,511,2038,0,no information on ebola outbreak started in 2014,,,,
204,513,2039,0,no information on ebola outbreak started in 2014,,,,
204,513,2040,0,no information on ebola outbreak started in 2014,,,,
205,519,2041,1, tells that ebola break out started in march 2014,,,,
205,520,2042,1, tells that ebola break out started in march 2014,,,,
205,353,2043,1, tells that ebola break out started in march 2014,,,,
205,521,2044,1, tells that ebola break out started in early 2014,,,,
205,522,2045,1, tells that ebola break out started in 2014,,,,
205,522,2046,0, does not tell about ebola brekout in 2014,,,,
205,523,2047,0, does not tell about ebola brekout in 2014,,,,
205,523,2048,0,does not tell about ebola brekout in 2014,,,,
205,524,2049,0,does not tell about ebola brekout in 2014,,,,
205,524,2050,0,does not tell about ebola brekout in 2014,,,,
206,525,2051,1,tells when ebola outbreak started in 2014,,,,
206,525,2052,1,tells when ebola outbreak started in 2014,,,,
206,526,2053,1,tells when ebola outbreak started in 2014,,,,
206,527,2054,1,tells when ebola outbreak started in 2014,,,,
206,166,2055,1,tells when ebola outbreak started in 2014,,,,
206,279,2056,0,does not tell about ebola brekout in 2014,,,,
206,528,2057,0,does not tell about ebola brekout in 2014,,,,
206,528,2058,0,does not tell about ebola brekout in 2014,,,,
206,529,2059,0,tell about ebola brekout in 2013,,,,
206,529,2060,0,does not tell about ebola brekout in 2014,,,,
207,168,2061,1,it tells when did ebola start in march 2014,,,,
207,530,2062,1,it tells when did ebola start in march 2014,,,,
207,385,2063,1,it tells when did ebola start in march 2014,,,,
207,531,2064,1,it tells when did ebola start in march 2014,,,,
207,531,2065,1,it tells when did ebola start in march 2014,,,,
207,531,2066,0,does not tell about ebola brekout in 2014,,,,
207,530,2067,0,does not tell about ebola brekout in 2014,,,,
207,530,2068,0,does not tell about ebola brekout in 2014,,,,
207,566,2069,0,does not tell about ebola brekout in 2014,,,,
207,566,2070,0,does not tell about ebola brekout in 2014,,,,
208,4,2071,1,tells when was firt ebola break out 2014,,,,
208,571,2072,1,tells when was firt ebola break out in 2014,,,,
208,571,2073,1,tells when was firt ebola break out in 2014,,,,
208,572,2074,1,tells when was firt ebola break out in 2014,,,,
208,574,2075,1,tells when was firt ebola break out in 2014,,,,
208,572,2076,0,does not tell about ebola brekout in 2014,,,,
208,578,2077,0,does not tell about ebola brekout in 2014,,,,
208,579,2078,0,does not tell about ebola brekout in 2014,,,,
208,579,2079,0,does not tell about ebola brekout in 2014,,,,
208,579,2080,0,does not tell about ebola brekout in 2014,,,,
233,581,2321,1,tells who were first US patients to succesfully treated for ebola,,,,
233,581,2322,1,tells who were first US patients to succesfully treated for ebola,,,,
233,582,2323,1,tells who were first US patients to succesfully treated for ebola,,,,
233,582,2324,1,tells who were first US patients to succesfully treated for ebola,,,,
233,583,2325,1,tells who were first US patients to succesfully treated for ebola,,,,
233,583,2326,0,does not tell who were first US patients to succesfully treated for ebola,,,,
233,583,2327,0,does not tell who were first US patients to succesfully treated for ebola,,,,
233,584,2328,0,does not tell who were first US patients to succesfully treated for ebola,,,,
233,584,2329,0,does not tell who were first US patients to succesfully treated for ebola,,,,
233,584,2330,0,does not tell who were first US patients to succesfully treated for ebola,,,,
234,586,2331,1,tells who were first US patients to succesfully treated for ebola,,,,
234,203,2332,1,tells who were first US patients to succesfully treated for ebola,,,,
234,587,2333,1,tells who were first US patients to succesfully treated for ebola,,,,
234,588,2334,1,tells who were first US patients to succesfully treated for ebola,,,,
234,589,2335,1,tells who were first US patients to succesfully treated for ebola,,,,
234,585,2336,0,does not tell who were first US patients to succesfully treated for ebola,,,,
234,587,2333,0,does not tell who were first US patients to succesfully treated for ebola,,,,
234,590,2338,0,does not tell who were first US patients to succesfully treated for ebola,,,,
234,591,2339,0,does not tell who were first US patients to succesfully treated for ebola,,,,
234,591,2340,0,does not tell who were first US patients to succesfully treated for ebola,,,,
235,201,2341,1,tells who were first US patients to succesfully treated for ebola,,,,
235,592,2342,1,tells who were first US patients to succesfully treated for ebola,,,,
235,593,2343,1,tells who were first US patients to succesfully treated for ebola,,,,
235,594,2344,1,tells who were first US patients to succesfully treated for ebola,,,,
235,595,2345,1,tells who were first US patients to succesfully treated for ebola,,,,
235,596,2346,0,does not tell who were first US patients to succesfully treated for ebola,,,,
235,596,2347,0,does not tell who were first US patients to succesfully treated for ebola,,,,
235,597,2348,0,does not tell who were first US patients to succesfully treated for ebola,,,,
235,597,2349,0,does not tell who were first US patients to succesfully treated for ebola,,,,
235,597,2350,0,does not tell who were first US patients to succesfully treated for ebola,,,,
236,603,2351,1,tells who were first US patients to succesfully treated for ebola,,,,
236,603,2352,1,tells who were first US patients to succesfully treated for ebola,,,,
236,609,2353,1,tells who were first US patients to succesfully treated for ebola,,,,
236,609,2354,1,tells who were first US patients to succesfully treated for ebola,,,,
236,610,2355,1,tells who were first US patients to succesfully treated for ebola,,,,
236,606,2356,0,does not tell who were first US patients to succesfully treated for ebola,,,,
236,606,2357,0,does not tell who were first US patients to succesfully treated for ebola,,,,
236,607,2358,0,does not tell who were first US patients to succesfully treated for ebola,,,,
236,607,2359,0,does not tell who were first US patients to succesfully treated for ebola,,,,
236,169,2360,0,does not tell who were first US patients to succesfully treated for ebola,,,,
237,621,2361,1,tells who were first US patients to succesfully treated for ebola,,,,
237,626,2362,1,tells who were first US patients to succesfully treated for ebola,,,,
237,626,2363,1,tells who were first US patients to succesfully treated for ebola,,,,
237,629,2364,1,tells who were first US patients to succesfully treated for ebola,,,,
237,204,2365,1,tells who were first US patients to succesfully treated for ebola,,,,
237,630,2366,0,does not tell who were first US patients to succesfully treated for ebola,,,,
237,630,2367,0,does not tell who were first US patients to succesfully treated for ebola,,,,
237,639,2368,0,does not tell who were first US patients to succesfully treated for ebola,,,,
237,639,2369,0,does not tell who were first US patients to succesfully treated for ebola,,,,
237,639,2370,0,does not tell who were first US patients to succesfully treated for ebola,,,,
238,644,2371,1,tells who were first US patients to succesfully treated for ebola,,,,
238,645,2372,1,tells who were first US patients to succesfully treated for ebola,,,,
238,647,2373,1,tells who were first US patients to succesfully treated for ebola,,,,
238,650,2374,1,tells who were first US patients to succesfully treated for ebola,,,,
238,651,2375,1,tells who were first US patients to succesfully treated for ebola,,,,
238,651,2376,0,does not tell who were first US patients to succesfully treated for ebola,,,,
238,655,2377,0,does not tell who were first US patients to succesfully treated for ebola,,,,
238,655,2378,0,does not tell who were first US patients to succesfully treated for ebola,,,,
238,282,2379,0,does not tell who were first US patients to succesfully treated for ebola,,,,
238,657,2380,0,does not tell who were first US patients to succesfully treated for ebola,,,,
239,658,2381,1,tells who were first US patients to succesfully treated for ebola,,,,
239,660,2382,1,tells who were first US patients to succesfully treated for ebola,,,,
239,662,2383,1,tells who were first US patients to succesfully treated for ebola,,,,
239,663,2384,1,tells who were first US patients to succesfully treated for ebola,,,,
239,664,2385,1,tells who were first US patients to succesfully treated for ebola,,,,
239,345,2386,0,does not tell who were first US patients to succesfully treated for ebola,,,,
239,345,2387,0,does not tell who were first US patients to succesfully treated for ebola,,,,
239,345,2388,0,does not tell who were first US patients to succesfully treated for ebola,,,,
239,668,2389,0,does not tell who were first US patients to succesfully treated for ebola,,,,
239,668,2390,0,does not tell who were first US patients to succesfully treated for ebola,,,,
240,673,2391,1,tells who were first US patients to succesfully treated for ebola,,,,
240,674,2392,1,tells who were first US patients to succesfully treated for ebola,,,,
240,675,2393,1,tells who were first US patients to succesfully treated for ebola,,,,
240,676,2394,1,tells who were first US patients to succesfully treated for ebola,,,,
240,678,2395,1,tells who were first US patients to succesfully treated for ebola,,,,
240,680,2396,0,does not tell who were first US patients to succesfully treated for ebola,,,,
240,680,2397,0,does not tell who were first US patients to succesfully treated for ebola,,,,
240,681,2398,0,does not tell who were first US patients to succesfully treated for ebola,,,,
240,682,2399,0,does not tell who were first US patients to succesfully treated for ebola,,,,
240,682,2400,0,does not tell who were first US patients to succesfully treated for ebola,,,,
265,698,2641,1,tells which organs are affected first by malaria,,,,
